"OID_";"UIDENTSTLAE";"ULAND";"UREGBEZ";"UKREIS";"UGEMEINDE";"UJAHR";"UMONAT";"USTUNDE";"UWOCHENTAG";"UKATEGORIE";"UART";"UTYP1";"ULICHTVERH";"IstStrassenzustand";"IstRad";"IstPKW";"IstFuss";"IstKrad";"IstGkfz";"IstSonstige";"LINREFX";"LINREFY";"XGCSWGS84";"YGCSWGS84";"PLST"
88797;8,23E+018;8;2;12;0;2023;5;10;3;3;5;2;0;0;1;1;0;0;0;0;452987.85;5428939.079;8.35710227800007;49.0115521700001;1
206117;8,23E+018;8;2;12;0;2023;5;13;3;3;3;6;0;0;1;1;0;0;0;0;463162.7236;5428173.0158;8.49630820000004;49.0053525770001;1
205273;8,23E+018;8;2;12;0;2023;5;16;3;3;1;5;0;0;1;1;0;0;0;0;457366.4869;5428555.8423;8.41701758600004;49.0084229780001;1
205513;8,23E+018;8;2;12;0;2023;5;18;3;2;5;2;0;0;1;1;0;0;0;0;457839.162;5428891.639;8.42344585500007;49.011475992;1
89264;8,23E+018;8;2;12;0;2023;5;20;3;3;5;3;0;0;1;1;0;0;0;0;454040.609;5428255.171;8.37157541200003;49.0054796870001;1
205758;8,23E+018;8;2;12;0;2023;5;22;3;3;0;7;2;1;1;0;0;0;0;0;457262.7132;5429887.5243;8.41545839600008;49.0203944460001;1
205720;8,23E+018;8;2;12;0;2023;5;6;4;3;5;3;0;1;1;1;0;0;0;0;454640.3696;5432303.6471;8.37932298600003;49.041940309;1
85911;8,23E+018;8;2;12;0;2023;5;6;4;3;2;6;0;0;1;0;0;0;0;1;455712.0138;5428161.3336;8.39443819700006;49.004757813;1
205221;8,23E+018;8;2;12;0;2023;5;7;4;3;5;3;0;0;1;1;0;0;0;0;463905.1907;5428128.5008;8.50646382800005;49.0049960220001;1
265677;8,23E+018;8;2;12;0;2023;5;7;4;3;4;6;0;0;1;0;0;0;0;0;456471.180830623;5429178.53094594;8.40470883200004;49.01396163;2
205480;8,23E+018;8;2;12;0;2023;5;8;4;3;6;7;0;0;1;0;1;0;0;0;455761.4717;5428733.2123;8.39505209500004;49.0099054680001;1
206999;8,23E+018;8;2;12;0;2023;5;9;4;3;6;7;0;0;1;0;1;0;0;0;460752.3905;5427654.8671;8.46340223300007;49.0005431440001;1
86757;8,23E+018;8;2;12;0;2023;5;10;4;3;1;5;0;0;1;1;0;0;0;0;455178.7033;5428428.1761;8.38711707400006;49.007119586;1
206186;8,23E+018;8;2;12;0;2023;5;13;4;3;3;6;0;0;1;0;0;0;0;0;455652.0808;5428491.1745;8.39358273700003;49.0077204620001;1
205218;8,23E+018;8;2;12;0;2023;5;14;4;3;5;3;0;0;1;1;0;0;0;0;458947.6097;5431541.6468;8.43833502700005;49.0353879450001;1
86516;8,23E+018;8;2;12;0;2023;5;15;4;3;6;7;0;0;1;0;1;0;0;0;453994.4657;5426665.2728;8.37112458600006;48.9911749930001;1
88727;8,23E+018;8;2;12;0;2023;5;16;4;2;5;3;0;0;1;1;0;0;0;0;458107.2344;5427629.6555;8.42724179200008;49.000142511;1
206998;8,23E+018;8;2;12;0;2023;5;17;4;3;0;7;0;0;1;0;0;0;0;0;455786.3402;5426417.8123;8.39564419000004;48.9890799580001;1
206059;8,23E+018;8;2;12;0;2023;5;18;4;3;5;3;0;0;1;1;0;0;0;0;454605.8327;5428517.9518;8.37927412600004;49.007885253;1
205721;8,23E+018;8;2;12;0;2023;5;18;4;3;6;4;0;0;1;0;1;0;0;0;457245.2508;5428152.7579;8.41540230800007;49.0047887910001;1
206057;8,23E+018;8;2;12;0;2023;5;18;4;3;0;7;0;0;1;0;0;0;0;0;453906.7523;5429465.3327;8.36960782100005;49.0163551750001;1
86450;8,23E+018;8;2;12;0;2023;5;7;5;3;2;2;0;0;1;1;0;0;0;0;455671.9394;5427569.7457;8.39395485500006;48.9994335380001;1
207296;8,23E+018;8;2;12;0;2023;5;8;5;2;3;2;0;0;1;1;0;0;0;0;460848.5155;5425410.6565;8.46493262400003;48.9803620390001;1
206004;8,23E+018;8;2;12;0;2023;5;9;5;3;5;2;0;0;1;0;0;0;0;1;456729.0486;5428852.0219;8.40826999100005;49.0110427820001;1
206001;8,23E+018;8;2;12;0;2023;5;9;5;3;5;3;0;0;1;1;0;0;0;0;459746.6356;5430419.4055;8.44937790700004;49.0253458990001;1
207294;8,23E+018;8;2;12;0;2023;5;10;5;3;5;7;0;0;1;1;0;0;0;0;456728.0171;5427231.471;8.40842857700005;48.9964656430001;1
89139;8,23E+018;8;2;12;0;2023;5;11;5;3;5;3;0;0;1;0;0;0;0;1;453773.1728;5428249.7768;8.36791947700004;49.005411193;1
207293;8,23E+018;8;2;12;0;2023;5;12;5;3;0;7;0;0;1;0;0;0;0;0;452049.66;5427796.718;8.34440818300004;49.0012044200001;1
205441;8,23E+018;8;2;12;0;2023;5;13;5;3;5;3;0;0;1;0;0;0;0;0;457160.1059;5427840.2776;8.41427112700006;49.0019720820001;1
265766;8,23E+018;8;2;12;0;2023;5;15;5;2;6;3;0;0;1;0;1;0;0;0;453901.328046056;5431664.86768907;8.36928363000004;49.0361396530001;2
205439;8,23E+018;8;2;12;0;2023;5;17;5;3;0;7;0;0;1;0;0;0;0;0;460709.6662;5427649.2164;8.46281867500005;49.0004895970001;1
89141;8,23E+018;8;2;12;0;2023;5;18;5;2;5;2;0;0;1;1;0;0;0;0;455716.7884;5431314.2381;8.39415935400007;49.0331187950001;1
265738;8,23E+018;8;2;12;0;2023;5;19;5;2;0;1;0;0;1;0;0;0;0;0;463632.498180563;5426098.58148896;8.50291708200007;48.986720313;2
206002;8,23E+018;8;2;12;0;2023;5;19;5;3;4;6;0;0;1;0;0;0;0;0;456417.4697;5428757.2298;8.40401956900007;49.0101681880001;1
205937;8,23E+018;8;2;12;0;2023;5;8;6;3;5;3;0;0;1;1;0;0;0;0;457845.326;5428686.841;8.42355141200005;49.0096342260001;1
205632;8,23E+018;8;2;12;0;2023;5;8;6;3;5;7;0;0;1;1;0;0;0;0;454067.046;5429843.4167;8.37175713100004;49.019768013;1
265717;8,23E+018;8;2;12;0;2023;5;11;6;3;2;2;0;0;1;0;0;0;0;0;455844.929406651;5424721.44662863;8.39662923100008;48.9738250930001;2
207236;8,23E+018;8;2;12;0;2023;5;12;6;3;0;7;0;0;1;0;0;0;0;0;457338.352;5429329.1135;8.41655160600004;49.0153767090001;1
86099;8,23E+018;8;2;12;0;2023;5;19;6;3;5;3;0;0;1;1;0;0;0;0;459099.032;5428748.1086;8.44068830600003;49.01026971;1
265694;8,23E+018;8;2;12;0;2023;5;10;7;3;5;3;0;0;1;0;0;0;0;1;454750.14313368;5426824.09674616;8.38143604100003;48.99265947;2
205379;8,23E+018;8;2;12;0;2023;5;11;7;2;5;3;0;0;1;1;0;0;0;0;455356.1808;5428469.5976;8.38953918800007;49.0075050410001;1
205679;8,23E+018;8;2;12;0;2023;5;14;7;3;0;7;0;0;1;0;0;0;0;0;459580.2005;5431849.486;8.44695879700004;49.038198799;1
207171;8,23E+018;8;2;12;0;2023;5;15;7;3;0;5;0;0;1;1;0;0;0;0;458179.8254;5429080.2031;8.42808479100006;49.0131953370001;1
205876;8,23E+018;8;2;12;0;2023;5;16;7;2;0;7;0;0;1;0;0;0;0;0;452837.1883;5428710.6062;8.35506864000007;49.0094855530001;1
265693;8,23E+018;8;2;12;0;2023;5;21;7;2;0;7;2;0;1;0;0;0;0;0;456486.115776022;5429622.28828057;8.40486548300004;49.017954328;2
265844;8,23E+018;8;2;12;0;2023;6;1;1;3;0;7;2;0;1;0;0;0;0;0;456337.1561042;5429065.01911779;8.40288825400006;49.0129311090001;2
208239;8,23E+018;8;2;12;0;2023;6;2;1;3;0;7;2;0;1;0;0;0;0;0;461467.8633;5427491.6095;8.47319930900005;48.99911968;1
208237;8,23E+018;8;2;12;0;2023;6;7;1;3;7;7;0;0;1;0;0;0;0;1;457360.61;5425585.542;8.41724897600005;48.9817042510001;1
207877;8,23E+018;8;2;12;0;2023;6;10;1;3;5;3;0;0;1;0;0;0;0;0;455948.8068;5427807.9877;8.39771407600006;49.0015963720001;1
207874;8,23E+018;8;2;12;0;2023;6;12;1;2;0;7;0;0;1;0;0;0;0;0;462758.501;5428458;8.49075517800003;49.007891822;1
208238;8,23E+018;8;2;12;0;2023;6;14;1;3;6;4;0;0;1;0;1;0;0;0;455590.9253;5427793.4805;8.39282284700005;49.001440234;1
266022;8,23E+018;8;2;12;0;2023;6;14;1;3;2;6;0;0;1;0;0;0;0;0;452762.343657826;5428482.83216347;8.35407174400007;49.0074309940001;2
265843;8,23E+018;8;2;12;0;2023;6;17;1;3;9;6;0;0;1;0;0;0;0;0;454790.975391848;5426828.18046616;8.38199372900004;48.992699196;2
206808;8,23E+018;8;2;12;0;2023;6;19;1;2;6;4;0;0;1;0;1;0;0;0;458586.3264;5428270.6959;8.43372622900006;49.0059411070001;1
90606;8,23E+018;8;2;12;0;2023;6;7;2;2;2;6;0;0;1;0;0;0;0;0;455814.5766;5430985.4931;8.39553294800004;49.030168728;1
207833;8,23E+018;8;2;12;0;2023;6;8;2;3;6;3;0;0;1;0;1;0;0;0;459916.6501;5430431.0409;8.45170225800007;49.0254616350001;1
90604;8,23E+018;8;2;12;0;2023;6;11;2;2;0;1;0;0;1;0;0;0;0;0;460823.3121;5423607.4076;8.46476186700005;48.9641397360001;1
206465;8,23E+018;8;2;12;0;2023;6;13;2;3;5;3;0;0;1;1;0;0;0;0;457878.7343;5427936.3083;8.42408609600005;49.0028853520001;1
206470;8,23E+018;8;2;12;0;2023;6;14;2;3;5;3;0;0;1;1;0;0;0;0;455481.4928;5428225.1283;8.39127941200007;49.0053150680001;1
89129;8,23E+018;8;2;12;0;2023;6;16;2;2;5;3;0;0;1;1;0;0;0;0;458378.8652;5433018.2283;8.43040239000004;49.0486318180001;1
206760;8,23E+018;8;2;12;0;2023;6;17;2;3;5;3;0;0;1;1;0;0;0;0;460740.977;5427735.222;8.46323842600003;49.0012652290001;1
265861;8,23E+018;8;2;12;0;2023;6;17;2;3;5;3;0;0;1;0;0;0;0;0;460716.417638662;5426017.17261954;8.46306877000006;48.9858094150001;2
208194;8,23E+018;8;2;12;0;2023;6;18;2;3;1;5;0;0;1;1;0;0;0;0;459041.6295;5429690.5115;8.43980826700005;49.0187429700001;1
206466;8,23E+018;8;2;12;0;2023;6;19;2;3;5;3;0;0;1;1;0;0;0;0;460193.8727;5430706.1896;8.45546718300005;49.0279545990001;1
208193;8,23E+018;8;2;12;0;2023;6;20;2;3;0;1;0;0;1;0;0;0;0;0;456312.2845;5429606.4693;8.40248985100004;49.0177997480001;1
207834;8,23E+018;8;2;12;0;2023;6;20;2;3;5;3;1;0;1;0;0;0;0;0;458496.7881;5429881.125;8.43233729800005;49.0204211500001;1
208140;8,23E+018;8;2;12;0;2023;6;5;3;3;0;1;0;1;1;0;0;0;0;0;455824.1288;5428739.359;8.39590819200004;49.0099652470001;1
265989;8,23E+018;8;2;12;0;2023;6;6;3;3;0;1;0;1;1;0;0;0;0;0;456083.334621081;5425264.82449585;8.39982812800002;48.978729856;2
207780;8,23E+018;8;2;12;0;2023;6;6;3;3;5;3;0;0;1;1;0;0;0;0;456945.9368;5430155.3559;8.41109748300005;49.0227815920001;1
206943;8,23E+018;8;2;12;0;2023;6;7;3;3;5;2;0;0;1;1;0;0;0;0;456006.2841;5428252.962;8.39845167500005;49.005603067;1
265988;8,23E+018;8;2;12;0;2023;6;8;3;3;5;3;0;1;1;0;0;0;0;0;457396.935621699;5429471.52520668;8.41733781100004;49.0166617690001;2
208141;8,23E+018;8;2;12;0;2023;6;8;3;3;1;7;0;0;1;1;0;0;0;0;455122.4012;5427695.4978;8.38642822300005;49.000524984;1
88398;8,23E+018;8;2;12;0;2023;6;9;3;3;5;2;0;0;1;1;0;0;0;0;455662.849;5427452.453;8.39384338400004;48.998377824;1
206719;8,23E+018;8;2;12;0;2023;6;12;3;3;5;2;0;0;1;1;0;0;0;0;455178.306;5431081.2228;8.38681855200002;49.0309839010001;1
90531;8,23E+018;8;2;12;0;2023;6;16;3;3;5;3;0;0;1;1;0;0;0;0;455673.2597;5427586.6882;8.39397105600006;48.9995860320001;1
206411;8,23E+018;8;2;12;0;2023;6;16;3;3;5;3;0;0;1;1;0;0;0;0;454952.3843;5429348.0183;8.38392050600004;49.0153771600001;1
208139;8,23E+018;8;2;12;0;2023;6;16;3;3;5;3;0;0;1;1;0;0;0;0;453353.1539;5426061.023;8.36242805400008;48.985691606;1
88395;8,23E+018;8;2;12;0;2023;6;18;3;3;5;3;0;0;1;1;0;0;0;0;458097.4511;5427619.6187;8.42710907700007;49.000051564;1
206718;8,23E+018;8;2;12;0;2023;6;18;3;3;1;5;0;0;1;1;0;0;0;0;455469.2185;5428766.814;8.39105217400004;49.0101866970001;1
208138;8,23E+018;8;2;12;0;2023;6;18;3;3;0;7;0;0;1;0;0;0;0;0;458383.064;5431439.296;8.43062200800006;49.034429437;1
207778;8,23E+018;8;2;12;0;2023;6;19;3;3;0;1;0;0;1;0;0;0;0;0;458601.0095;5428456.4428;8.43390804900002;49.0076129170001;1
206412;8,23E+018;8;2;12;0;2023;6;22;3;3;6;6;2;0;1;0;1;0;0;0;460181.576;5426197.2241;8.45574121500005;48.9873947680001;1
208228;8,23E+018;8;2;12;0;2023;6;22;3;3;0;7;2;0;1;0;0;0;0;0;460576.8008;5432346.6892;8.46054570400003;49.0427357570001;1
90030;8,23E+018;8;2;12;0;2023;6;6;4;3;0;3;0;0;1;0;0;0;0;1;460519.1784;5430993.3686;8.45988907300006;49.0305587350001;1
265939;8,23E+018;8;2;12;0;2023;6;7;4;2;3;6;0;0;1;0;0;0;0;0;459758.033547483;5425366.22877456;8.45003455700004;48.9798923230001;2
207719;8,23E+018;8;2;12;0;2023;6;12;4;3;5;3;0;0;1;1;0;0;0;0;453111.5561;5431178.2999;8.35853504900007;49.031703416;1
206351;8,23E+018;8;2;12;0;2023;6;13;4;3;3;5;0;0;1;1;0;0;0;0;454081.3677;5429864.4867;8.37195061800003;49.0199586050001;1
90027;8,23E+018;8;2;12;0;2023;6;13;4;3;0;7;0;0;1;0;0;0;0;0;455811.3917;5427010.3713;8.39592215900007;48.994411896;1
208104;8,23E+018;8;2;12;0;2023;6;15;4;3;5;2;0;0;1;0;0;1;0;0;456730.0183;5428856.778;8.40828274400008;49.0110856320001;1
207725;8,23E+018;8;2;12;0;2023;6;17;4;2;5;2;0;0;1;1;0;0;0;0;455019.9508;5428497.1368;8.38493879500004;49.0077283430001;1
208099;8,23E+018;8;2;12;0;2023;6;17;4;3;5;2;0;0;1;1;0;0;0;0;455019.9264;5428496.7865;8.38493850000003;49.00772519;1
207718;8,23E+018;8;2;12;0;2023;6;17;4;3;5;3;0;0;1;0;0;0;0;1;454602.8864;5428863.4155;8.37919520600008;49.010992507;1
208103;8,23E+018;8;2;12;0;2023;6;17;4;3;5;3;0;0;1;0;0;0;0;0;455619.8304;5433421.8891;8.39260210100002;49.0520702370001;1
208101;8,23E+018;8;2;12;0;2023;6;18;4;3;5;3;0;0;1;1;0;0;0;0;455594.0956;5429244.1446;8.39270751400005;49.0144893280001;1
207721;8,23E+018;8;2;12;0;2023;6;19;4;3;1;5;0;0;1;0;0;0;0;1;457874.9589;5428905.3645;8.42393393100002;49.0116019000001;1
207724;8,23E+018;8;2;12;0;2023;6;19;4;3;0;7;0;0;1;0;0;0;0;0;454244.0802;5429335.799;8.37423558700004;49.0152151230001;1
265994;8,23E+018;8;2;12;0;2023;6;21;4;3;6;6;1;0;1;0;1;0;0;0;454913.036546773;5426778.87463884;8.38366767100007;48.9922646090001;2
208098;8,23E+018;8;2;12;0;2023;6;23;4;3;0;1;2;0;1;0;0;0;0;0;454318.688;5428563.6977;8.37534276700006;49.008275552;1
206632;8,23E+018;8;2;12;0;2023;6;0;5;2;1;5;2;0;1;1;0;0;0;0;457395.0482;5428533.6314;8.41741045100002;49.0082251600001;1
90844;8,23E+018;8;2;12;0;2023;6;5;5;3;5;3;0;0;1;1;0;0;0;0;460859.5858;5425415.9302;8.46508340300005;48.980410179;1
208031;8,23E+018;8;2;12;0;2023;6;7;5;3;1;5;0;0;1;1;0;0;0;0;452933.597;5428888.4025;8.35636628500004;49.011092198;1
207657;8,23E+018;8;2;12;0;2023;6;8;5;3;0;1;0;0;1;0;0;0;0;0;458028.3488;5428993.0836;8.42602237900007;49.0124013990001;1
206287;8,23E+018;8;2;12;0;2023;6;8;5;3;5;3;0;0;1;1;0;0;0;0;463292.4756;5428060.1395;8.49809248700007;49.0043449560001;1
88674;8,23E+018;8;2;12;0;2023;6;9;5;3;0;7;0;0;1;0;0;0;0;0;455635.3149;5427032.3737;8.39351285000004;48.9945971830001;1
90845;8,23E+018;8;2;12;0;2023;6;12;5;3;5;2;0;0;1;0;0;0;1;0;458879.5286;5428185.1109;8.43774382200007;49.0051908610001;1
207656;8,23E+018;8;2;12;0;2023;6;13;5;3;0;1;0;0;1;0;0;0;0;0;455461.75;5428767.36;8.39094999000002;49.010191069;1
266002;8,23E+018;8;2;12;0;2023;6;13;5;3;5;3;0;0;1;0;0;0;0;0;455812.01488322;5429240.95014803;8.39568793900003;49.0144762400001;2
208026;8,23E+018;8;2;12;0;2023;6;14;5;3;0;7;0;0;1;0;0;0;0;0;454792.232;5428263.037;8.38185120300005;49.0056059570001;1
206938;8,23E+018;8;2;12;0;2023;6;15;5;3;5;3;0;0;1;0;0;0;0;0;460296.2541;5426455.541;8.45728338500004;48.989725772;1
208028;8,23E+018;8;2;12;0;2023;6;17;5;2;2;7;0;0;1;1;0;0;0;0;455238.6105;5425611.903;8.38824647200005;48.981791243;1
207659;8,23E+018;8;2;12;0;2023;6;18;5;2;4;6;0;0;1;0;0;0;0;0;457098.0651;5428636.2903;8.41333881200006;49.009128016;1
206754;8,23E+018;8;2;12;0;2023;6;18;5;3;5;3;0;0;1;1;0;0;0;0;455594.506;5429252.8966;8.39271216900005;49.014568083;1
207658;8,23E+018;8;2;12;0;2023;6;20;5;3;1;5;0;0;1;1;0;0;0;0;456509.8361;5425211.1252;8.40566217600002;48.978276995;1
208027;8,23E+018;8;2;12;0;2023;6;23;5;3;0;1;2;1;1;0;0;0;0;0;455842.2899;5428654.6968;8.39616573500007;49.0092050010001;1
207879;8,23E+018;8;2;12;0;2023;6;23;5;3;0;7;2;0;1;0;0;0;0;0;456864.868;5428693.841;8.41014402600007;49.0096294350001;1
207600;8,23E+018;8;2;12;0;2023;6;7;6;3;0;6;0;0;1;0;0;0;0;1;454891.0973;5428130.1334;8.38321772200004;49.004417711;1
207598;8,23E+018;8;2;12;0;2023;6;8;6;3;5;3;0;0;1;1;0;0;0;0;458410.246;5431465.784;8.43099115900003;49.034669534;1
208329;8,23E+018;8;2;12;0;2023;6;9;6;2;5;2;0;0;1;0;0;0;0;0;457209.5126;5428833.1066;8.41484196600004;49.0109061420001;1
88244;8,23E+018;8;2;12;0;2023;6;14;6;3;5;3;0;0;1;1;0;0;0;0;456439.9161;5424563.1486;8.40477610300007;48.97244341;1
207977;8,23E+018;8;2;12;0;2023;6;14;6;3;5;3;0;0;1;1;0;0;0;0;455197.7964;5430971.1517;8.38709733600007;49.0299952220001;1
206597;8,23E+018;8;2;12;0;2023;6;15;6;3;5;2;0;0;1;1;0;0;0;0;452994.6097;5427970.9627;8.35730679900007;49.002844442;1
266053;8,23E+018;8;2;12;0;2023;6;15;6;3;4;6;0;1;1;0;0;0;0;0;456829.047839926;5428587.53889607;8.40966553100003;49.0086707290001;2
206849;8,23E+018;8;2;12;0;2023;6;11;7;3;6;7;0;0;1;0;1;0;1;0;456424.9339;5428401.0058;8.40415987100005;49.0069644390001;1
88558;8,23E+018;8;2;12;0;2023;6;14;7;3;5;3;0;0;1;0;0;0;0;1;455684.0286;5427719.6318;8.39410377300004;49.000782648;1
206847;8,23E+018;8;2;12;0;2023;6;16;7;3;5;2;0;0;1;1;0;0;0;0;456868.4259;5428116.4162;8.41025402000003;49.004435673;1
207923;8,23E+018;8;2;12;0;2023;6;16;7;3;5;3;0;0;1;0;0;0;0;0;459812.2344;5430325.0151;8.45028453600003;49.0245011200001;1
88559;8,23E+018;8;2;12;0;2023;6;18;7;3;5;3;0;0;1;1;0;0;0;0;453319.5197;5427158.8481;8.36184225900007;48.9955640810001;1
90713;8,23E+018;8;2;12;0;2023;6;18;7;3;5;7;0;0;1;1;0;0;0;0;459008.9095;5428312.9929;8.43949989700008;49.0063497890001;1
207926;8,23E+018;8;2;12;0;2023;6;22;7;2;0;7;2;0;1;0;0;0;0;0;452010.6122;5427147.9899;8.34395099000005;48.9953660580001;1
207523;8,23E+018;8;2;12;0;2023;7;10;1;3;1;7;0;0;1;1;0;0;0;0;455327.3392;5427480.0468;8.38925368900004;48.9986018450001;1
208837;8,23E+018;8;2;12;0;2023;7;11;1;3;1;5;0;0;1;1;0;0;0;0;458261.0309;5429227.7309;8.42918009300007;49.0145278700001;1
210358;8,23E+018;8;2;12;0;2023;7;19;1;3;0;1;0;0;1;0;0;0;0;0;455774.5747;5428743.0867;8.39523018800003;49.009995228;1
208836;8,23E+018;8;2;12;0;2023;7;20;1;2;5;3;0;0;1;0;0;0;0;1;460436.4162;5427756.3047;8.45907251500006;49.0014354260001;1
207479;8,23E+018;8;2;12;0;2023;7;7;2;3;5;2;0;0;1;1;0;0;0;0;452025.2417;5431669.1372;8.34361647200007;49.0360349210001;1
207481;8,23E+018;8;2;12;0;2023;7;7;2;3;5;3;0;0;1;1;0;0;0;0;453875.4978;5429207.6673;8.36920968400005;49.0140351270001;1
208792;8,23E+018;8;2;12;0;2023;7;8;2;3;5;3;0;0;1;1;0;0;0;0;455186.4902;5427760.8918;8.38729718700006;49.0011178660001;1
208463;8,23E+018;8;2;12;0;2023;7;9;2;3;5;3;0;1;1;1;0;0;0;0;456695.7311;5428098.2997;8.40789479600005;49.0042606200001;1
209175;8,23E+018;8;2;12;0;2023;7;9;2;3;0;6;0;0;1;0;0;0;0;0;456461.9556;5424833.6927;8.40504828400003;48.974878554;1
266074;8,23E+018;8;2;12;0;2023;7;13;2;3;5;3;0;0;1;0;0;0;0;1;454458.85753746;5429100.16942106;8.37719917100003;49.013111511;2
266125;8,23E+018;8;2;12;0;2023;7;13;2;3;4;6;0;0;1;0;0;0;0;0;462700.867006426;5428246.88329225;8.48998651200003;49.0059892940001;2
208464;8,23E+018;8;2;12;0;2023;7;13;2;3;1;7;0;0;1;1;0;0;0;0;453668.5856;5428613.8559;8.36644795200004;49.008678262;1
266073;8,23E+018;8;2;12;0;2023;7;16;2;3;5;2;0;0;1;0;0;0;0;0;456135.263065822;5429172.17671516;8.40011584000007;49.013880682;2
